review,sentiment
really .,negative
"the good doctor then moves to sunny l . a . , where he rooms with an old college chum ( scott bakula ) , a therapist who's getting death threats from someone in his monday evening group .",negative
buddy bites it in the second reel ( no surprise there ) and willis agrees to take over both the group and the death threats .,negative
"for his troubles as therapy man , willis gets to share some cut-from-nc17 love scenes with the lover's jane march while dodging nails , cars , and rattlesnakes .",negative
why'd it have to be snakes ?,negative
color of night is the worst movie of the year .,negative
period .,negative
"forget north , clifford , or , heaven help us , even on deadly ground .",negative
here is a movie misfire so audaciously awful that you can't help but wonder how the actors all kept straight faces while filming .,negative
"for starters , the "" group "" is a collection of mixed nuts better suited to bob newhart than bruce willis .",negative
these are realistic portrayals of the mentally unhealthy ?,negative
"playing a prissy obsessive/compulsive , cuckoos nest alumni brad dourif , alone , may set the psychology profession back ten years .",negative
"the plot's a wreck with laughable dialogue , pointless pov shifts , and the one big secret solvable in the first fifteen minutes .",negative
"director richard rush , who once helmed freebie and the bean , doesn't seem to mind .",negative
"unfazed by the nincompoop plot and cuckoo characterizations , he overfills the film with enough canny camera shots and zany set-pieces to make the effort almost worth watching .",negative
"his token freeway chase is ok , but the director has more fun with a vertiginous ending ala ( most recently ) fatal analysis .",negative
acting credits are across-the-board awful .,negative
